pair,signal,entry_time,entry_price,exit_price,win,pnl
AUD/USD,PUT,2025-09-10 06:30:00,0.6833421980810157,0.6835131770342011,False,-100
AUD/USD,CALL,2025-09-10 08:30:00,0.6843494760757555,0.6843390015426949,False,-100
AUD/USD,CALL,2025-09-10 08:35:00,0.68430403480406,0.6842969318611654,False,-100
AUD/USD,CALL,2025-09-10 08:40:00,0.6842783191119782,0.6842426339849953,False,-100
AUD/USD,CALL,2025-09-10 08:45:00,0.684306589791979,0.6843549398072369,True,85
AUD/USD,CALL,2025-09-10 08:50:00,0.6843692448680622,0.6845451114632785,True,85
AUD/USD,CALL,2025-09-10 08:55:00,0.6843390015426949,0.6846086395651323,True,85
AUD/USD,PUT,2025-09-10 17:00:00,0.683929939436788,0.6837582518281072,True,85
AUD/USD,PUT,2025-09-10 17:05:00,0.6840555076534173,0.6837660156471678,True,85
AUD/USD,PUT,2025-09-10 17:10:00,0.6840352372086344,0.6836354125021998,True,85
AUD/USD,PUT,2025-09-10 17:15:00,0.6838742085676867,0.6837270861152973,True,85
AUD/USD,PUT,2025-09-10 17:20:00,0.6837805612427682,0.6837431438865991,True,85
AUD/USD,PUT,2025-09-10 17:25:00,0.6837582518281072,0.6837111491788781,True,85
AUD/USD,PUT,2025-09-10 17:30:00,0.6837660156471678,0.683878571774867,False,-100
AUD/USD,PUT,2025-09-10 17:35:00,0.6836354125021998,0.6838180997523624,False,-100
AUD/USD,PUT,2025-09-10 17:40:00,0.6837270861152973,0.6838343416912045,False,-100
AUD/USD,PUT,2025-09-10 17:45:00,0.6837431438865991,0.6841525946757854,False,-100
AUD/USD,PUT,2025-09-12 17:45:00,0.6826436048551842,0.6826332779556399,True,85
AUD/USD,PUT,2025-09-12 17:50:00,0.6827203602276153,0.6825746979608891,True,85
AUD/USD,PUT,2025-09-12 17:55:00,0.6826723740268846,0.6825387572801447,True,85
AUD/USD,PUT,2025-09-12 18:00:00,0.6826995723043247,0.6824981518463304,True,85
AUD/USD,PUT,2025-09-12 18:05:00,0.6826909529202224,0.6825134971638153,True,85
AUD/USD,PUT,2025-09-17 17:45:00,0.678970123820219,0.6790684279496507,False,-100
AUD/USD,PUT,2025-09-17 17:50:00,0.6789585983205166,0.6790761058585257,False,-100
AUD/USD,PUT,2025-09-17 17:55:00,0.6790342624251456,0.6790793729349207,False,-100
AUD/USD,PUT,2025-09-17 18:00:00,0.6790540722190064,0.6789801476055356,True,85
AUD/USD,PUT,2025-09-17 18:05:00,0.6791157472566282,0.6790291989955364,True,85
EUR/USD,PUT,2025-08-23 16:20:00,1.0774353138967303,1.0773189866632862,True,85
EUR/USD,PUT,2025-08-23 16:25:00,1.077670076952236,1.0771126684632684,True,85
EUR/USD,PUT,2025-08-23 16:30:00,1.0777172888711462,1.0772028333593986,True,85
EUR/USD,PUT,2025-08-23 16:35:00,1.0777427589885589,1.0772733774531298,True,85
EUR/USD,PUT,2025-08-23 16:40:00,1.077594154285711,1.0772783954959089,True,85
EUR/USD,PUT,2025-08-23 16:45:00,1.0773189866632862,1.0772953149662272,True,85
EUR/USD,PUT,2025-08-23 16:55:00,1.0772028333593986,1.0771519143505943,True,85
EUR/USD,CALL,2025-08-25 15:55:00,1.080061683570437,1.0799562060991694,False,-100
EUR/USD,CALL,2025-08-25 16:00:00,1.079882554898258,1.0796586686082408,False,-100
EUR/USD,CALL,2025-08-25 16:05:00,1.0798917059464437,1.0796947575973517,False,-100
EUR/USD,CALL,2025-08-25 18:05:00,1.081233170399764,1.081522082657636,True,85
EUR/USD,CALL,2025-08-25 18:10:00,1.0812087307336935,1.0816535145569115,True,85
EUR/USD,CALL,2025-08-25 18:15:00,1.081228656492702,1.0814371766928337,True,85
EUR/USD,CALL,2025-08-25 18:25:00,1.0815362947205172,1.0811440665860927,False,-100
EUR/USD,CALL,2025-08-25 18:30:00,1.081522082657636,1.0812312143029326,False,-100
EUR/USD,CALL,2025-08-26 12:20:00,1.0844977506109623,1.084275627613337,False,-100
EUR/USD,CALL,2025-08-26 12:25:00,1.084471450464863,1.084320732467673,False,-100
EUR/USD,CALL,2025-08-26 12:30:00,1.08421770418822,1.084448955372192,True,85
EUR/USD,PUT,2025-08-27 06:00:00,1.0830537831356108,1.0831530094321655,False,-100
EUR/USD,PUT,2025-08-27 06:05:00,1.0831385454309157,1.0831983880966982,False,-100
EUR/USD,PUT,2025-08-27 06:10:00,1.0831564309811148,1.083403028429366,False,-100
EUR/USD,PUT,2025-08-27 06:15:00,1.0832501500582183,1.0832431358371573,True,85
EUR/USD,PUT,2025-08-28 10:10:00,1.0808424239230623,1.08071241157153,True,85
EUR/USD,PUT,2025-08-28 10:15:00,1.0807948638035194,1.0806791766875687,True,85
EUR/USD,CALL,2025-08-28 17:55:00,1.0818865278779468,1.0821734327510015,True,85
EUR/USD,CALL,2025-08-28 18:00:00,1.0822098103215576,1.0821348358729692,False,-100
EUR/USD,CALL,2025-08-28 18:05:00,1.0823002943047513,1.0822728620762807,False,-100
EUR/USD,CALL,2025-08-28 18:10:00,1.0819125037284745,1.081851309676745,False,-100
EUR/USD,CALL,2025-08-28 18:15:00,1.0820946092000243,1.0820858211267763,False,-100
EUR/USD,CALL,2025-08-28 18:20:00,1.0821734327510015,1.0819698639254134,False,-100
EUR/USD,CALL,2025-08-28 18:25:00,1.0821348358729692,1.08188289096717,False,-100
EUR/USD,CALL,2025-08-28 18:30:00,1.0822728620762807,1.0817298828683752,False,-100
EUR/USD,PUT,2025-08-29 06:45:00,1.0825136844030567,1.0825879968710406,False,-100
EUR/USD,PUT,2025-08-29 06:50:00,1.0823312419847868,1.0822729591013205,True,85
EUR/USD,PUT,2025-08-29 06:55:00,1.082262018248091,1.0823019115504906,False,-100
EUR/USD,PUT,2025-08-29 07:00:00,1.0820927507951177,1.0824756880312714,False,-100
EUR/USD,PUT,2025-08-29 07:05:00,1.0824108783223647,1.082576035153161,False,-100
EUR/USD,PUT,2025-08-29 07:10:00,1.0825879968710406,1.0827265358188152,False,-100
EUR/USD,PUT,2025-08-29 07:15:00,1.0822729591013205,1.0827969478177455,False,-100
EUR/USD,PUT,2025-08-29 07:20:00,1.0823019115504906,1.0826262047787858,False,-100
EUR/USD,CALL,2025-08-29 08:55:00,1.0842635089479415,1.0842473803840442,False,-100
EUR/USD,CALL,2025-08-29 09:00:00,1.0844609766561932,1.084312689709241,False,-100
EUR/USD,CALL,2025-08-29 09:05:00,1.0844640351313457,1.0844467254386068,False,-100
EUR/USD,CALL,2025-08-29 09:10:00,1.0842060481153173,1.084763640426494,True,85
EUR/USD,CALL,2025-08-29 09:15:00,1.0840277290273417,1.084744913843926,True,85
EUR/USD,CALL,2025-08-29 09:20:00,1.0842473803840442,1.084860945225241,True,85
EUR/USD,CALL,2025-08-29 09:25:00,1.084312689709241,1.0850313974418948,True,85
EUR/USD,CALL,2025-08-30 09:15:00,1.087955073288348,1.0877916127549483,False,-100
EUR/USD,CALL,2025-08-30 09:20:00,1.0877958891120822,1.0880136156047608,True,85
EUR/USD,CALL,2025-08-30 09:25:00,1.087759248620304,1.0880161135779425,True,85
EUR/USD,CALL,2025-08-30 09:30:00,1.0876862364835158,1.0879754914126312,True,85
EUR/USD,PUT,2025-09-01 13:00:00,1.089183546289621,1.0896586274256193,False,-100
EUR/USD,PUT,2025-09-01 13:05:00,1.0893085114357566,1.089465651542856,False,-100
EUR/USD,PUT,2025-09-01 13:10:00,1.0893059186206142,1.089367042558145,False,-100
EUR/USD,PUT,2025-09-01 17:25:00,1.08768252575394,1.08730008111818,True,85
EUR/USD,PUT,2025-09-01 17:35:00,1.0873167264865653,1.0871901150641357,True,85
EUR/USD,PUT,2025-09-01 17:40:00,1.0875881143023052,1.0871110294914463,True,85
EUR/USD,PUT,2025-09-01 17:45:00,1.0875402280076818,1.0869026563112545,True,85
EUR/USD,PUT,2025-09-01 17:50:00,1.08730008111818,1.0869011005349818,True,85
EUR/USD,PUT,2025-09-01 17:55:00,1.087406697959351,1.086954342887556,True,85
EUR/USD,PUT,2025-09-01 18:00:00,1.0871901150641357,1.087004965393365,True,85
EUR/USD,PUT,2025-09-01 18:05:00,1.0871110294914463,1.086943710349055,True,85
EUR/USD,PUT,2025-09-01 18:10:00,1.0869026563112545,1.0870579354563823,False,-100
EUR/USD,PUT,2025-09-01 18:15:00,1.0869011005349818,1.086952732330002,False,-100
EUR/USD,PUT,2025-09-01 18:20:00,1.086954342887556,1.0871347013482902,False,-100
EUR/USD,CALL,2025-09-04 18:45:00,1.0841794323324163,1.0842549863460966,True,85
EUR/USD,CALL,2025-09-04 18:50:00,1.08400474463113,1.0845208351976443,True,85
EUR/USD,CALL,2025-09-04 18:55:00,1.083873555150327,1.084481450839113,True,85
EUR/USD,CALL,2025-09-04 19:00:00,1.0841629610402292,1.084401892355242,True,85
EUR/USD,CALL,2025-09-04 19:05:00,1.0841647476482574,1.0841780384147546,True,85
EUR/USD,CALL,2025-09-04 19:10:00,1.0842549863460966,1.0840175516607042,False,-100
EUR/USD,CALL,2025-09-04 19:15:00,1.0845208351976443,1.0838598792858931,False,-100
EUR/USD,CALL,2025-09-04 19:20:00,1.084481450839113,1.083927494979278,False,-100
EUR/USD,CALL,2025-09-04 19:25:00,1.084401892355242,1.0838528401068577,False,-100
EUR/USD,CALL,2025-09-04 19:30:00,1.0841780384147546,1.083903110061434,False,-100
EUR/USD,CALL,2025-09-04 19:35:00,1.0840175516607042,1.0838051630412668,False,-100
EUR/USD,PUT,2025-09-05 10:55:00,1.0880458543368952,1.0883688260190405,False,-100
EUR/USD,PUT,2025-09-05 11:00:00,1.088227885334693,1.088098525238317,True,85
EUR/USD,PUT,2025-09-06 08:45:00,1.0892729906977645,1.0891839844780282,True,85
EUR/USD,PUT,2025-09-06 08:50:00,1.0891369085377047,1.0890779586966868,True,85
EUR/USD,PUT,2025-09-06 08:55:00,1.089214758718966,1.089075859290617,True,85
EUR/USD,PUT,2025-09-06 09:00:00,1.0891822214868754,1.089224119065213,False,-100
EUR/USD,PUT,2025-09-07 11:35:00,1.0858190419057814,1.0855803055377078,True,85
EUR/USD,PUT,2025-09-07 11:40:00,1.0858547942738503,1.0856873429051614,True,85
EUR/USD,PUT,2025-09-07 11:45:00,1.085949252227512,1.0855671318833695,True,85
EUR/USD,PUT,2025-09-07 11:50:00,1.0859239016139672,1.0857067809670438,True,85
EUR/USD,CALL,2025-09-08 12:15:00,1.088252071778217,1.088164201884701,False,-100
EUR/USD,CALL,2025-09-08 12:20:00,1.0883415273665502,1.0881998217751958,False,-100
EUR/USD,CALL,2025-09-08 12:25:00,1.0884789026109796,1.088283852053168,False,-100
EUR/USD,CALL,2025-09-08 12:30:00,1.0883565472819094,1.0884365809272158,True,85
EUR/USD,CALL,2025-09-08 12:35:00,1.088332181958302,1.0883120647183306,False,-100
EUR/USD,CALL,2025-09-08 12:40:00,1.088164201884701,1.0880945541318805,False,-100
EUR/USD,CALL,2025-09-08 12:45:00,1.0881998217751958,1.0882618195465172,True,85
EUR/USD,CALL,2025-09-08 12:50:00,1.088283852053168,1.0883634977965158,True,85
EUR/USD,CALL,2025-09-08 12:55:00,1.0884365809272158,1.088359186735852,False,-100
EUR/USD,CALL,2025-09-08 13:00:00,1.0883120647183306,1.088367369918726,True,85
EUR/USD,CALL,2025-09-09 19:40:00,1.090869783050732,1.0911196794318052,True,85
EUR/USD,CALL,2025-09-10 09:10:00,1.0947697343232732,1.094816406921589,True,85
EUR/USD,CALL,2025-09-10 09:15:00,1.0949119127732398,1.094967186715304,True,85
EUR/USD,CALL,2025-09-10 09:20:00,1.094812273980195,1.0949292473800163,True,85
EUR/USD,CALL,2025-09-10 09:25:00,1.094879845547112,1.0946103885546066,False,-100
EUR/USD,CALL,2025-09-10 09:30:00,1.094878970455989,1.094560376290941,False,-100
EUR/USD,CALL,2025-09-12 07:40:00,1.096742638459308,1.0967896943982662,True,85
EUR/USD,CALL,2025-09-12 07:45:00,1.0967153028113312,1.097115492778819,True,85
EUR/USD,CALL,2025-09-12 07:55:00,1.0967103657913286,1.0972725566390773,True,85
EUR/USD,PUT,2025-09-12 12:00:00,1.094798788530662,1.095685307212176,False,-100
EUR/USD,PUT,2025-09-13 06:20:00,1.090937349496006,1.0908916093661718,True,85
EUR/USD,PUT,2025-09-13 06:25:00,1.0907344769056433,1.091050743352422,False,-100
EUR/USD,PUT,2025-09-13 06:30:00,1.0908249829242598,1.0911998670627818,False,-100
EUR/USD,PUT,2025-09-13 06:35:00,1.090646377270727,1.0911570267394468,False,-100
EUR/USD,PUT,2025-09-13 06:40:00,1.0905871429719196,1.091448539825271,False,-100
EUR/USD,PUT,2025-09-13 06:45:00,1.0908916093661718,1.091255281226502,False,-100
EUR/USD,PUT,2025-09-13 06:50:00,1.091050743352422,1.0911962799928498,False,-100
EUR/USD,PUT,2025-09-13 06:55:00,1.0911998670627818,1.091352276658096,False,-100
EUR/USD,PUT,2025-09-13 07:00:00,1.0911570267394468,1.0913271810740603,False,-100
EUR/USD,PUT,2025-09-16 08:30:00,1.087871594178043,1.0881755032288722,False,-100
EUR/USD,PUT,2025-09-16 08:35:00,1.0880216587291114,1.0881414111617291,False,-100
EUR/USD,PUT,2025-09-16 08:40:00,1.0883204904941932,1.0882141183701357,True,85
EUR/USD,PUT,2025-09-16 08:45:00,1.0882539017332815,1.088059870469792,True,85
GBP/USD,CALL,2025-08-24 18:30:00,1.2852350579392742,1.2858359899879053,True,85
GBP/USD,CALL,2025-08-24 18:35:00,1.2853535718420344,1.28608452074357,True,85
GBP/USD,CALL,2025-08-24 18:40:00,1.285398301824353,1.2860765132718883,True,85
GBP/USD,CALL,2025-08-24 18:45:00,1.2854462937626814,1.2862558228991177,True,85
GBP/USD,CALL,2025-08-24 18:55:00,1.2858359899879053,1.2873370157019048,True,85
GBP/USD,CALL,2025-08-24 19:00:00,1.28608452074357,1.2874967635360464,True,85
GBP/USD,CALL,2025-08-24 19:05:00,1.2860765132718883,1.287093182591189,True,85
GBP/USD,CALL,2025-08-24 19:10:00,1.2862558228991177,1.287281195519318,True,85
GBP/USD,CALL,2025-08-24 19:15:00,1.28661712374094,1.2870926841038484,True,85
GBP/USD,CALL,2025-08-24 19:20:00,1.2873370157019048,1.2874143917338785,True,85
GBP/USD,CALL,2025-08-24 19:25:00,1.2874967635360464,1.2874950949710304,False,-100
GBP/USD,CALL,2025-08-24 19:30:00,1.287093182591189,1.286940870580231,False,-100
GBP/USD,CALL,2025-08-24 19:35:00,1.287281195519318,1.286920910442756,False,-100
GBP/USD,CALL,2025-08-24 19:40:00,1.2870926841038484,1.2869651653148062,False,-100
GBP/USD,CALL,2025-08-24 19:45:00,1.2874143917338785,1.2866327655027323,False,-100
GBP/USD,CALL,2025-08-24 19:50:00,1.2874950949710304,1.2863023327807976,False,-100
GBP/USD,CALL,2025-08-24 19:55:00,1.286940870580231,1.2862450762267723,False,-100
GBP/USD,CALL,2025-08-24 20:00:00,1.286920910442756,1.2862886015227282,False,-100
GBP/USD,CALL,2025-08-24 20:05:00,1.2869651653148062,1.286178533537406,False,-100
GBP/USD,CALL,2025-08-24 20:10:00,1.2866327655027323,1.2861080877401565,False,-100
GBP/USD,PUT,2025-08-25 15:50:00,1.2864823842926951,1.286364823241253,True,85
GBP/USD,PUT,2025-08-25 15:55:00,1.286294050958091,1.2863588156627332,False,-100
GBP/USD,PUT,2025-08-25 16:00:00,1.2860934553926529,1.2863124281567315,False,-100
GBP/USD,PUT,2025-08-25 16:05:00,1.285939845629891,1.2863599287532934,False,-100
GBP/USD,PUT,2025-08-25 16:10:00,1.2862788952210495,1.2865614262347929,False,-100
GBP/USD,PUT,2025-08-25 16:15:00,1.286364823241253,1.2868482864589508,False,-100
GBP/USD,PUT,2025-08-25 16:20:00,1.2863588156627332,1.286960951161087,False,-100
GBP/USD,PUT,2025-08-25 16:25:00,1.2863124281567315,1.28668544093321,False,-100
GBP/USD,PUT,2025-08-25 16:30:00,1.2863599287532934,1.2865407797761383,False,-100
GBP/USD,PUT,2025-08-25 16:35:00,1.2865614262347929,1.2864581698878967,True,85
GBP/USD,PUT,2025-08-25 16:40:00,1.2868482864589508,1.286592109428365,True,85
GBP/USD,PUT,2025-08-25 16:45:00,1.286960951161087,1.2857859392766415,True,85
GBP/USD,PUT,2025-08-25 16:50:00,1.28668544093321,1.2860379194761486,True,85
GBP/USD,PUT,2025-08-25 20:25:00,1.2843470707012934,1.283889003038452,True,85
GBP/USD,PUT,2025-08-25 20:30:00,1.284177272663343,1.2839192914325852,True,85
GBP/USD,PUT,2025-08-25 20:35:00,1.2838325248793492,1.2838983066411245,False,-100
GBP/USD,PUT,2025-08-25 20:40:00,1.283686778049226,1.2836431117071063,True,85
GBP/USD,PUT,2025-08-25 20:45:00,1.283616055623194,1.283729329315323,False,-100
GBP/USD,PUT,2025-08-25 20:50:00,1.283889003038452,1.2838768016538131,True,85
GBP/USD,PUT,2025-08-25 20:55:00,1.2839192914325852,1.284072788303815,False,-100
GBP/USD,CALL,2025-08-26 07:55:00,1.2829381568737952,1.2825977855420956,False,-100
GBP/USD,CALL,2025-08-26 08:00:00,1.282935419294153,1.282705565679777,False,-100
GBP/USD,CALL,2025-08-26 08:05:00,1.282818778531582,1.2826135977622726,False,-100
GBP/USD,CALL,2025-08-26 08:10:00,1.283025885751269,1.2824460070829242,False,-100
GBP/USD,PUT,2025-08-28 08:35:00,1.2842022651751877,1.2841517011810255,True,85
GBP/USD,PUT,2025-08-28 08:40:00,1.2842523086376247,1.2838443856207475,True,85
GBP/USD,PUT,2025-08-28 08:45:00,1.2844405068123006,1.2842168610467315,True,85
GBP/USD,PUT,2025-08-28 08:50:00,1.2846979676206525,1.284177761906775,True,85
GBP/USD,PUT,2025-08-28 08:55:00,1.28451298141734,1.2842673952926682,True,85
GBP/USD,PUT,2025-08-28 09:05:00,1.2838443856207475,1.2840831688181664,False,-100
GBP/USD,PUT,2025-08-28 09:10:00,1.2842168610467315,1.2840681402821237,True,85
GBP/USD,PUT,2025-08-28 09:15:00,1.284177761906775,1.2843844826026665,False,-100
GBP/USD,PUT,2025-08-28 09:20:00,1.2842673952926682,1.28412442775964,True,85
GBP/USD,PUT,2025-08-28 09:25:00,1.2846343307888175,1.2839293334316653,True,85
GBP/USD,PUT,2025-08-28 09:30:00,1.2840831688181664,1.2837526830078,True,85
GBP/USD,PUT,2025-08-28 09:35:00,1.2840681402821237,1.2835444453200844,True,85
GBP/USD,PUT,2025-08-28 09:40:00,1.2843844826026665,1.2833226194528269,True,85
GBP/USD,CALL,2025-08-28 17:05:00,1.284213981859292,1.2840910660185545,False,-100
GBP/USD,CALL,2025-08-28 17:10:00,1.2842821893533831,1.2843845451677165,True,85
GBP/USD,CALL,2025-08-28 17:15:00,1.2841207307792706,1.2843668923185017,True,85
GBP/USD,CALL,2025-08-28 17:25:00,1.2839787677438204,1.2843780126895987,True,85
GBP/USD,CALL,2025-08-28 17:30:00,1.2840910660185545,1.284755719321361,True,85
GBP/USD,CALL,2025-08-28 17:40:00,1.2843668923185017,1.2848898872447967,True,85
GBP/USD,PUT,2025-08-29 05:10:00,1.284142993304897,1.284301028370221,False,-100
GBP/USD,PUT,2025-08-29 05:15:00,1.2840011293219569,1.2844935667784605,False,-100
GBP/USD,CALL,2025-08-29 06:20:00,1.2859224569604963,1.2852852659785017,False,-100
GBP/USD,CALL,2025-08-29 06:25:00,1.285903225560327,1.2851971346046829,False,-100
GBP/USD,CALL,2025-08-29 06:30:00,1.2856916413377784,1.285349525860249,False,-100
GBP/USD,CALL,2025-08-29 06:35:00,1.285682888215709,1.285062828756201,False,-100
GBP/USD,CALL,2025-08-29 06:40:00,1.2856251914417995,1.2855415540352009,False,-100
GBP/USD,CALL,2025-08-29 06:45:00,1.2852852659785017,1.2853262171357762,True,85
GBP/USD,CALL,2025-08-29 06:50:00,1.2851971346046829,1.285236590324419,True,85
GBP/USD,CALL,2025-08-29 06:55:00,1.285349525860249,1.2854178031164316,True,85
GBP/USD,CALL,2025-08-29 10:45:00,1.286226473361128,1.287250059851832,True,85
GBP/USD,CALL,2025-08-29 10:50:00,1.2868182253298746,1.287578717790817,True,85
GBP/USD,CALL,2025-08-29 10:55:00,1.286896036887141,1.2873836497617015,True,85
GBP/USD,CALL,2025-08-29 11:00:00,1.2872055459547702,1.2875478982107489,True,85
GBP/USD,CALL,2025-08-29 11:05:00,1.2870258811302675,1.2877508744852073,True,85
GBP/USD,CALL,2025-08-29 11:15:00,1.287578717790817,1.2878593074814737,True,85
GBP/USD,CALL,2025-08-29 11:20:00,1.2873836497617015,1.287723870565992,True,85
GBP/USD,CALL,2025-08-29 11:25:00,1.2875478982107489,1.287589404376147,True,85
GBP/USD,CALL,2025-08-29 11:30:00,1.2877508744852073,1.2875203007900515,False,-100
GBP/USD,CALL,2025-08-29 11:35:00,1.2879115870719728,1.2870359710828023,False,-100
GBP/USD,CALL,2025-08-29 11:40:00,1.2878593074814737,1.2870712247027596,False,-100
GBP/USD,CALL,2025-08-29 11:45:00,1.287723870565992,1.286810566290219,False,-100
GBP/USD,CALL,2025-08-29 11:50:00,1.287589404376147,1.2870160739469765,False,-100
GBP/USD,CALL,2025-08-29 11:55:00,1.2875203007900515,1.2868375519260653,False,-100
GBP/USD,CALL,2025-08-30 14:30:00,1.2903647721868112,1.290595534477145,True,85
GBP/USD,CALL,2025-08-30 14:35:00,1.2900994701584838,1.2911638094689877,True,85
GBP/USD,CALL,2025-08-30 14:40:00,1.290293713749097,1.2911822091538003,True,85
GBP/USD,CALL,2025-08-30 14:45:00,1.2905107707179182,1.2910674137185052,True,85
GBP/USD,CALL,2025-08-30 14:50:00,1.2904326446215104,1.2912274297955375,True,85
GBP/USD,CALL,2025-08-30 14:55:00,1.290595534477145,1.291236766335605,True,85
GBP/USD,CALL,2025-08-30 15:00:00,1.2911638094689877,1.2918478734698997,True,85
GBP/USD,CALL,2025-08-30 15:05:00,1.2911822091538003,1.2916318356657923,True,85
GBP/USD,CALL,2025-08-30 15:10:00,1.2910674137185052,1.2914724102508883,True,85
GBP/USD,CALL,2025-08-30 15:15:00,1.2912274297955375,1.291155586045443,False,-100
GBP/USD,CALL,2025-08-30 15:20:00,1.291236766335605,1.2914360792805937,True,85
GBP/USD,CALL,2025-08-30 15:25:00,1.2918478734698997,1.2910223057249586,False,-100
GBP/USD,CALL,2025-08-30 15:30:00,1.2916318356657923,1.2913152246603918,False,-100
GBP/USD,CALL,2025-08-30 15:35:00,1.2914724102508883,1.2912573956312996,False,-100
GBP/USD,CALL,2025-08-30 15:40:00,1.291155586045443,1.2913201186456404,True,85
GBP/USD,CALL,2025-08-30 15:45:00,1.2914360792805937,1.291698647214966,True,85
GBP/USD,CALL,2025-08-31 05:00:00,1.2928531919012598,1.292857615115219,True,85
GBP/USD,CALL,2025-08-31 05:05:00,1.2927661589707256,1.292763997197575,False,-100
GBP/USD,CALL,2025-08-31 05:15:00,1.2928420613037668,1.2928149476998585,False,-100
GBP/USD,CALL,2025-08-31 05:25:00,1.292857615115219,1.2927664344647591,False,-100
GBP/USD,CALL,2025-08-31 05:30:00,1.292763997197575,1.2930170331024546,True,85
GBP/USD,CALL,2025-08-31 05:35:00,1.2931179750502313,1.292797280195016,False,-100
GBP/USD,CALL,2025-08-31 05:40:00,1.2928149476998585,1.292964002199481,True,85
GBP/USD,CALL,2025-08-31 05:45:00,1.2927521188639248,1.2929965525236706,True,85
GBP/USD,CALL,2025-08-31 05:50:00,1.2927664344647591,1.2928695338947176,True,85
GBP/USD,CALL,2025-08-31 05:55:00,1.2930170331024546,1.2928351704863696,False,-100
GBP/USD,PUT,2025-08-31 12:40:00,1.292265338846134,1.2922942509431916,False,-100
GBP/USD,PUT,2025-08-31 12:45:00,1.2920692745214009,1.2923310357205928,False,-100
GBP/USD,PUT,2025-08-31 12:50:00,1.292118391329569,1.2923304500224388,False,-100
GBP/USD,PUT,2025-08-31 12:55:00,1.2923148925084482,1.2926186893864229,False,-100
GBP/USD,PUT,2025-08-31 13:00:00,1.292455313782466,1.292712701381867,False,-100
GBP/USD,PUT,2025-08-31 13:05:00,1.2922942509431916,1.2927722085202142,False,-100
GBP/USD,PUT,2025-08-31 13:10:00,1.2923310357205928,1.2935312307791489,False,-100
GBP/USD,PUT,2025-08-31 13:15:00,1.2923304500224388,1.2933297756742907,False,-100
GBP/USD,CALL,2025-08-31 14:30:00,1.2939085783336184,1.2940007226909074,True,85
GBP/USD,CALL,2025-08-31 14:35:00,1.2940242818947836,1.2944835420093816,True,85
GBP/USD,CALL,2025-08-31 14:40:00,1.2940131000826995,1.2943211977291078,True,85
GBP/USD,PUT,2025-09-02 05:00:00,1.2927783336946634,1.2923326881111554,True,85
GBP/USD,PUT,2025-09-02 05:05:00,1.292363979489161,1.2926161258850049,False,-100
GBP/USD,CALL,2025-09-03 10:05:00,1.2924846111909636,1.291776553155778,False,-100
GBP/USD,CALL,2025-09-03 10:10:00,1.292208606111459,1.2919926473674002,False,-100
GBP/USD,CALL,2025-09-03 10:15:00,1.292084075214026,1.2915048670100662,False,-100
